event_id,timestamp_utc,country,region,city,site_code,latitude,longitude,agent_id,agent_rank,agent_clearance,team_id,operation_id,operation_codename,operation_type,target_sector,target_importance_score,target_risk_level,intel_source_primary,intel_source_secondary,intel_confidence_score,threat_score_overall,threat_financial,threat_cyber,threat_physical,money_moved_usd,records_exfiltrated,compromised_accounts,channel_email,channel_phone,channel_darknet,channel_field_meet,status,triage_priority,requires_manual_review,escalated_to_level,false_positive_flag,model_version,notes_short,feature_01,feature_02,feature_03,feature_04,feature_05,feature_06,feature_07,feature_08,feature_09,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60
EVT-0000243,2024-05-26 06:40:41,CZ,EU-CENTRAL,Prague,CZ-827,49.40675,16.08371,AG-9490,ANALYST,TOP_SECRET,T-038,OP-2024-000243,AURORA-650,CYBER_INTRUSION,Energy,5,HIGH,HUMINT,SIGINT,66,66,62,67,69,343904,3335,130,N,N,N,N,NEW,P2,Y,2,N,aurora-1.0,possible duplicate event,53.63,76.34,65.04,55.25,51.67,50.82,69.89,50.57,76.0,82.12,37.33,40.32,30.87,30.5,36.17,34.81,34.32,42.31,39.7,38.18,33.66,36.92,41.08,29.91,37.33,31.27,34.64,33.29,37.75,36.13,100,97.11,100,100,100,100,100,100,100,100,7.18,0,42.06,27.84,2.29,24.5,74.84,39.6,68.22,43.33,10.69,49.27,24.67,42.47,47.94,62.8,4.51,31.73,47.59,28.97
EVT-0000284,2024-07-08 09:21:31,CZ,EU-CENTRAL,Prague,CZ-603,49.23777,15.22164,AG-7857,JUNIOR,TOP_SECRET,T-006,OP-2024-000284,SPECTRUM-654,RANSOMWARE,Defense,2,LOW,HUMINT,OSINT,66,32,25,43,24,120896,2925,86,Y,N,N,Y,NEW,P3,N,1,N,aurora-1.2,pattern matches known cluster,46.08,30.62,12.0,21.45,27.0,40.3,22.02,16.95,56.85,30.42,9.53,23.38,18.49,14.51,10.77,9.68,4.65,11.29,12.42,9.97,31.51,32.72,25.53,26.49,35.69,33.99,33.47,29.97,28.3,27.34,44.69,49.22,65.96,60.53,56.99,69.61,59.83,34.45,51.86,55.23,26.5,0,0.27,19.57,0,34.16,0,41.47,19.89,15.22,31.57,0,29.73,17.37,14.24,30.17,20.19,0,12.81,4.88
EVT-0000286,2024-03-18 18:18:29,CZ,EU-CENTRAL,Prague,CZ-672,50.2738,15.86215,AG-9857,ANALYST,TOP_SECRET,T-018,OP-2024-000286,MIRAGE-332,INSIDER_TRADING,Energy,10,CRITICAL,SIGINT,OSINT,85,40,53,42,26,186711,2866,94,Y,N,N,N,NEW,P1,N,3,N,aurora-1.1,anomaly detected,55.03,39.71,35.57,33.7,28.06,35.86,45.88,41.47,33.81,54.94,22.81,25.24,17.17,11.39,12.54,20.89,25.14,16.04,12.36,13.31,31.19,34.88,22.68,26.97,24.38,33.8,27.37,27.89,31.42,31.68,100,100,100,100,100,100,100,100,100,100,28.93,16.44,45.61,0.13,0,0,26.37,23.11,0,32.3,10.0,48.39,22.14,19.2,60.35,46.2,32.37,13.81,40.25,3.54
EVT-0000299,2024-01-21 02:16:41,CZ,EU-CENTRAL,Prague,CZ-477,51.19669,15.4822,AG-7709,HQ,TOP_SECRET,T-020,OP-2024-000299,MIRAGE-364,CYBER_INTRUSION,Finance,8,MEDIUM,FININT,OSINT,17,41,64,30,31,191694,2020,70,Y,N,Y,N,NEW,P3,N,0,N,aurora-2.0,incomplete metadata,44.03,38.5,52.83,40.22,42.36,50.33,37.18,40.53,38.62,53.58,25.34,18.59,22.72,18.88,15.13,23.07,14.01,22.09,20.72,30.84,13.41,12.6,18.08,23.87,15.43,22.14,26.05,21.21,17.36,19.64,100,100,80.87,100,100,100,100,90.39,100,97.19,10.0,22.01,34.37,25.35,15.98,4.98,22.47,17.93,36.97,15.05,11.07,46.98,53.14,0,0,31.33,36.33,8.73,43.92,36.66
EVT-0000312,2024-07-07 07:32:13,CZ,EU-CENTRAL,Prague,CZ-595,51.0246,13.11482,AG-8230,JUNIOR,SECRET,T-017,OP-2024-000312,NIGHTFALL-168,INSIDER_TRADING,Energy,2,MEDIUM,HUMINT,FININT,70,60,64,67,46,302096,3671,123,N,N,Y,N,IN_REVIEW,P3,N,1,N,aurora-1.0,source reliability downgraded,71.72,76.31,70.44,84.56,42.55,62.27,64.81,71.14,58.85,62.54,23.77,27.75,23.44,42.31,43.33,28.06,36.84,35.87,27.71,34.88,48.71,36.01,36.06,31.16,35.1,36.35,30.35,31.38,32.0,34.34,51.59,47.76,72.98,56.1,77.3,34.86,61.86,62.01,51.71,63.83,32.84,55.05,0,41.53,0,32.5,31.98,1.47,30.69,40.94,56.35,36.59,9.2,29.97,28.17,26.8,23.16,61.13,46.14,16.97
EVT-0000315,2024-07-03 18:46:09,CZ,EU-CENTRAL,Prague,CZ-321,51.20614,13.01788,AG-7818,HQ,CONFIDENTIAL,T-029,OP-2024-000315,SPECTRUM-625,CYBER_INTRUSION,Logistics,4,HIGH,OSINT,CYBINT,65,70,73,86,47,371880,3320,133,Y,N,N,N,CLOSED,P2,Y,1,N,aurora-1.0,pattern matches known cluster,77.07,53.25,59.65,74.27,70.85,79.39,54.41,83.62,67.33,70.45,28.3,38.69,35.17,33.14,39.03,31.07,50.79,34.31,36.07,32.78,22.65,28.78,29.63,30.79,22.31,35.55,33.47,31.15,31.87,21.74,100,100,100,100,100,100,100,100,100,94.08,51.85,18.67,76.18,0,65.82,14.66,0,23.45,27.78,34.33,22.08,36.73,49.24,14.85,54.52,65.1,20.21,40.69,0,46.18
EVT-0000325,2024-01-15 08:14:31,CZ,EU-CENTRAL,Prague,CZ-444,49.83337,13.18923,AG-1449,JUNIOR,SECRET,T-026,OP-2024-000325,AURORA-599,INSIDER_TRADING,Telecom,8,LOW,FININT,SIGINT,42,14,19,0,28,101117,1062,51,N,N,N,N,CLOSED,P3,N,1,N,aurora-1.2,pattern matches known cluster,9.77,2.87,7.04,22.96,0,15.38,13.13,12.65,0,1.87,12.62,7.93,3.97,8.76,8.2,15.65,3.36,10.95,8.59,1.74,0,9.72,12.54,14.7,10.82,6.36,17.89,12.63,4.54,15.91,98.66,100,94.63,80.17,100,97.1,100,100,100,100,20.61,0,18.24,17.33,7.96,21.51,20.39,25.79,20.99,0,34.36,0,35.95,3.14,20.16,32.77,0,25.52,3.19,3.42
EVT-0000335,2024-09-21 22:31:40,CZ,EU-CENTRAL,Prague,CZ-572,50.64058,14.66686,AG-5443,ANALYST,CONFIDENTIAL,T-026,OP-2024-000335,MIRAGE-880,MONEY_LAUNDERING,Energy,1,MEDIUM,CYBINT,HUMINT,53,60,61,58,61,311132,3373,114,N,N,Y,N,NEW,P3,N,0,N,aurora-2.0,manual verification pending,57.61,67.0,54.42,63.41,55.71,60.58,54.5,69.45,53.95,74.25,35.57,36.85,24.29,32.58,23.72,38.73,40.55,23.09,31.93,22.4,35.73,35.08,43.3,32.39,30.76,23.85,31.83,37.7,31.12,34.29,37.92,58.6,51.06,39.77,52.02,61.78,37.67,59.79,43.97,28.3,27.17,41.2,28.09,0,0,50.91,73.74,54.1,20.26,43.5,39.53,16.96,0,34.79,52.32,69.86,39.62,23.93,23.21,20.44
EVT-0000336,2024-03-24 15:32:43,CZ,EU-CENTRAL,Prague,CZ-831,50.89141,14.09208,AG-3670,SENIOR,SECRET,T-026,OP-2024-000336,NIGHTFALL-071,MONEY_LAUNDERING,Finance,9,CRITICAL,HUMINT,SIGINT,60,32,36,34,27,180986,829,79,Y,N,N,N,NEW,P1,Y,0,N,aurora-1.2,possible duplicate event,12.17,30.5,34.63,23.63,36.71,17.72,29.37,23.16,24.87,39.27,16.29,22.79,17.31,16.46,13.91,18.73,23.74,23.24,16.56,24.94,18.59,22.07,16.4,13.83,3.14,11.01,2.91,12.35,11.37,13.97,100,100,100,100,100,100,100,100,100,100,27.0,5.93,10.98,0,15.53,24.69,0,25.85,3.39,22.6,1.75,2.32,13.36,11.46,0,52.27,18.71,0,27.75,39.32
EVT-0000353,2024-08-02 10:42:08,CZ,EU-CENTRAL,Prague,CZ-834,51.05516,14.86242,AG-5850,JUNIOR,TOP_SECRET,T-019,OP-2024-000353,PHOENIX-614,MONEY_LAUNDERING,Telecom,10,CRITICAL,OSINT,CYBINT,65,80,78,76,86,349945,3987,144,N,Y,N,N,NEW,P1,Y,3,N,aurora-1.2,pattern matches known cluster,97.49,75.52,78.83,77.94,75.56,91.0,100,81.55,89.99,80.77,28.7,31.27,32.52,33.19,34.25,34.79,32.62,32.21,27.18,30.53,42.3,43.22,41.34,34.92,41.11,38.74,43.99,36.48,37.93,39.7,100,100,100,100,100,100,100,100,100,100,78.84,34.79,68.94,28.03,60.62,0,48.31,32.23,46.93,28.51,58.43,17.73,50.32,27.56,16.82,20.11,53.67,5.95,12.46,40.72
EVT-0000366,2024-09-07 04:50:23,CZ,EU-CENTRAL,Prague,CZ-765,49.22875,12.86911,AG-1635,HQ,TOP_SECRET,T-034,OP-2024-000366,DEEPBLUE-077,MONEY_LAUNDERING,Logistics,10,CRITICAL,HUMINT,OSINT,78,50,40,48,64,268517,3558,125,N,N,N,N,CONFIRMED,P1,Y,1,N,aurora-1.1,source reliability downgraded,36.08,39.9,42.29,37.93,45.86,44.53,58.36,48.08,47.22,59.77,32.02,35.48,26.81,27.75,32.33,26.54,30.19,34.7,25.58,30.43,30.87,32.61,31.96,34.88,32.7,33.32,37.53,37.09,31.35,38.53,100,100,100,100,100,100,100,100,100,100,2.46,61.06,0,44.79,4.78,43.51,31.29,31.84,28.59,0,34.17,3.81,27.4,7.86,32.64,26.19,8.47,0.04,87.99,21.05
EVT-0000368,2024-02-09 12:12:02,CZ,EU-CENTRAL,Prague,CZ-606,51.23244,13.11038,AG-9950,ANALYST,CONFIDENTIAL,T-012,OP-2024-000368,DEEPBLUE-163,INSIDER_TRADING,Finance,10,CRITICAL,SIGINT,HUMINT,82,53,45,57,57,261842,2125,114,Y,N,N,N,IN_REVIEW,P1,N,1,N,aurora-1.1,manual verification pending,47.77,33.95,56.61,53.72,61.96,51.4,41.24,63.37,51.69,58.4,28.22,23.38,23.34,27.46,21.18,20.51,30.92,36.66,30.22,27.51,27.87,25.67,12.25,14.59,24.99,12.88,13.45,23.16,11.97,28.85,100,100,100,100,100,100,100,100,100,100,35.89,0,35.47,40.9,22.69,10.17,27.7,30.48,17.08,24.95,34.77,16.26,5.65,40.08,16.34,37.98,3.08,24.57,23.96,13.92
EVT-0000398,2024-03-10 14:36:27,CZ,EU-CENTRAL,Prague,CZ-655,49.47105,16.0312,AG-9281,HQ,CONFIDENTIAL,T-024,OP-2024-000398,MIRAGE-538,ESPIONAGE,Logistics,10,CRITICAL,CYBINT,FININT,48,83,87,89,71,377515,4769,162,Y,Y,Y,N,CONFIRMED,P1,Y,3,N,aurora-1.0,possible duplicate event,89.4,85.57,86.91,76.62,78.12,81.5,90.92,60.46,75.35,86.63,33.54,35.64,45.17,46.48,44.34,38.73,42.03,28.69,34.86,30.33,53.68,52.36,50.74,46.39,38.37,46.77,51.09,53.19,38.91,45.18,100,100,100,100,100,100,100,100,100,100,14.01,41.11,46.57,44.84,71.0,27.44,22.4,56.02,26.61,83.48,15.03,57.63,53.6,53.39,24.8,68.25,20.84,17.37,37.56,19.86
EVT-0000424,2024-08-08 07:35:48,CZ,EU-CENTRAL,Prague,CZ-279,51.10004,13.36725,AG-5845,HQ,SECRET,T-007,OP-2024-000424,AURORA-007,RANSOMWARE,Education,2,HIGH,FININT,SIGINT,65,80,93,81,65,396194,4246,157,N,Y,Y,N,CONFIRMED,P2,Y,0,N,aurora-1.1,manual verification pending,77.28,90.25,88.3,83.39,83.01,72.9,70.07,66.23,69.53,91.5,33.78,46.07,28.22,40.51,37.97,32.38,38.06,44.91,44.39,41.38,38.2,38.01,43.67,46.49,39.65,45.15,49.23,62.02,44.51,40.15,100,100,100,91.24,80.78,95.89,95.09,82.39,95.59,100,22.93,56.62,30.62,32.47,31.52,33.27,48.18,29.22,34.19,61.63,57.31,49.57,38.96,48.87,30.09,70.89,12.56,3.68,52.59,37.4
EVT-0000430,2024-09-17 12:45:14,CZ,EU-CENTRAL,Prague,CZ-265,49.18041,15.20343,AG-7839,SENIOR,TOP_SECRET,T-012,OP-2024-000430,NIGHTFALL-160,ESPIONAGE,Government,5,MEDIUM,OSINT,FININT,54,51,54,51,47,229693,1720,153,Y,N,Y,N,IN_REVIEW,P3,N,0,N,aurora-1.2,cross-border activity detected,56.35,50.51,60.9,64.7,65.21,68.95,61.75,37.3,59.61,54.48,21.86,26.38,18.69,25.77,26.2,19.71,27.74,22.34,13.36,21.42,21.62,18.54,25.46,13.11,16.33,9.11,14.85,10.0,18.85,16.5,57.63,77.22,70.92,66.43,65.88,81.61,74.34,76.92,67.12,91.42,2.91,82.99,42.18,0.79,73.75,19.49,0,9.98,21.68,30.26,39.92,71.7,21.67,15.7,33.27,8.65,41.07,27.16,17.7,53.46
EVT-0000434,2024-11-06 06:48:55,CZ,EU-CENTRAL,Prague,CZ-338,50.60781,16.15429,AG-5979,HQ,CONFIDENTIAL,T-024,OP-2024-000434,SPECTRUM-453,INSIDER_TRADING,Finance,7,MEDIUM,CYBINT,OSINT,39,51,55,61,32,208263,2760,119,Y,Y,Y,N,NEW,P3,N,1,N,aurora-2.0,manual verification pending,50.02,51.27,58.17,46.57,56.7,60.95,54.11,47.98,61.98,50.59,15.62,18.49,23.98,17.73,21.32,21.58,16.49,24.47,20.43,13.05,27.03,34.34,33.16,30.09,23.37,22.43,23.7,30.98,21.49,35.4,88.72,92.06,91.76,100,100,88.04,97.01,89.66,100,100,27.2,4.19,29.18,0,24.77,48.77,36.02,0,20.42,25.32,38.45,6.68,66.04,9.47,4.26,12.31,19.33,14.58,51.61,21.91
EVT-0000439,2024-08-10 16:13:29,CZ,EU-CENTRAL,Prague,CZ-651,49.12501,14.34617,AG-6228,SENIOR,TOP_SECRET,T-009,OP-2024-000439,DEEPBLUE-461,INSIDER_TRADING,Healthcare,5,MEDIUM,FININT,SIGINT,86,46,50,48,40,242367,2210,102,N,N,N,N,NEW,P3,N,0,N,aurora-1.0,manual verification pending,36.42,51.93,31.83,42.9,50.74,38.94,39.9,43.67,31.35,41.56,22.78,19.78,26.09,27.03,22.62,22.67,24.5,26.55,24.84,15.88,27.72,22.6,19.48,22.21,26.22,21.39,17.23,24.63,24.77,22.62,94.58,69.89,72.05,86.0,99.22,67.64,88.57,88.82,100,60.74,26.17,0,39.13,0,38.6,0,0,38.75,38.95,3.54,14.07,35.03,66.51,0,51.99,14.13,31.55,1.61,9.72,26.1
EVT-0000452,2024-04-01 17:54:53,CZ,EU-CENTRAL,Prague,CZ-114,48.95945,14.74992,AG-9030,ANALYST,CONFIDENTIAL,T-012,OP-2024-000452,SPECTRUM-141,ESPIONAGE,Healthcare,4,MEDIUM,CYBINT,FININT,84,49,50,53,43,228967,2381,102,Y,Y,N,N,DISMISSED,P3,N,1,Y,aurora-2.0,possible duplicate event,47.79,46.83,45.22,43.81,49.12,43.26,41.75,46.92,61.2,51.27,28.75,31.6,17.42,22.3,17.47,21.99,15.43,21.11,19.69,17.67,29.54,25.43,22.23,25.93,30.13,19.97,29.78,31.71,34.97,20.96,52.13,71.81,61.44,59.54,62.68,89.36,63.75,77.37,62.22,71.23,26.23,38.38,0,17.75,2.84,46.0,30.52,0,57.17,54.56,0,39.21,7.38,18.1,22.82,13.56,16.06,35.66,31.47,7.55
EVT-0000458,2024-10-10 20:22:35,CZ,EU-CENTRAL,Prague,CZ-197,49.25859,15.6832,AG-9249,FIELD,CONFIDENTIAL,T-006,OP-2024-000458,MIRAGE-724,RANSOMWARE,Logistics,1,LOW,SIGINT,HUMINT,71,38,40,33,42,184329,1978,58,N,Y,Y,N,IN_REVIEW,P3,N,0,N,aurora-2.0,anomaly detected,24.12,41.8,31.52,39.67,56.63,26.08,37.07,40.74,18.59,27.92,22.17,12.11,16.63,13.78,22.16,17.16,20.95,10.64,18.58,14.9,20.85,23.48,17.95,19.53,18.77,21.39,17.18,20.07,14.23,22.32,52.89,49.72,27.1,33.7,44.92,67.17,53.63,55.01,48.41,33.08,40.53,22.91,1.51,0,8.59,0,43.91,15.44,25.24,22.98,25.67,14.33,5.91,12.64,33.47,0,44.31,3.44,44.46,21.86
EVT-0000468,2024-03-21 16:29:21,CZ,EU-CENTRAL,Prague,CZ-938,49.9068,15.68513,AG-7539,JUNIOR,CONFIDENTIAL,T-025,OP-2024-000468,PHOENIX-722,INSIDER_TRADING,Energy,4,MEDIUM,HUMINT,SIGINT,45,61,55,61,67,314058,3309,114,N,Y,N,N,CONFIRMED,P2,Y,2,N,aurora-2.0,anomaly detected,59.7,81.09,58.07,55.49,56.8,49.45,73.99,45.69,67.6,63.29,32.24,31.07,30.01,32.47,30.14,29.39,36.31,36.98,37.97,29.75,34.93,30.45,39.64,36.25,35.96,27.3,39.89,44.88,25.68,32.69,64.78,70.25,69.39,57.11,61.32,64.93,57.95,59.39,82.68,68.43,18.27,14.08,55.81,47.08,37.33,47.84,71.04,46.89,41.08,7.01,48.5,49.06,38.86,53.54,30.77,18.44,34.39,24.66,35.88,18.15
EVT-0000475,2024-08-31 21:37:14,CZ,EU-CENTRAL,Prague,CZ-572,49.26108,15.99425,AG-4504,ANALYST,TOP_SECRET,T-016,OP-2024-000475,SPECTRUM-103,MONEY_LAUNDERING,Logistics,1,LOW,HUMINT,FININT,36,36,37,40,29,193985,1237,62,Y,N,N,N,NEW,P3,N,1,N,aurora-1.0,manual verification pending,29.47,29.16,38.49,44.97,35.31,29.09,39.28,45.53,35.04,32.63,17.27,18.79,21.95,14.5,25.25,13.94,27.13,11.32,14.47,18.75,14.46,14.65,16.5,8.12,14.25,13.67,16.9,19.36,12.59,19.81,46.52,53.44,48.11,51.01,54.71,52.72,44.31,34.91,63.37,35.39,23.18,0,24.85,0,34.45,0,38.59,30.13,32.96,41.41,43.72,21.09,25.93,26.31,2.17,0,47.64,26.16,0,0
EVT-0000478,2024-08-28 10:55:19,CZ,EU-CENTRAL,Prague,CZ-551,51.03009,13.62182,AG-7542,ANALYST,CONFIDENTIAL,T-022,OP-2024-000478,PHOENIX-817,INSIDER_TRADING,Government,5,HIGH,SIGINT,FININT,58,70,61,83,62,371736,3740,163,Y,Y,N,Y,NEW,P2,Y,3,N,aurora-1.0,source reliability downgraded,71.04,70.16,68.98,64.35,92.75,79.41,51.72,62.61,56.34,61.16,39.61,41.04,41.2,40.66,38.73,29.47,34.9,40.89,35.68,48.1,30.67,36.28,27.68,34.37,40.3,46.0,34.65,34.8,36.13,32.02,100,100,100,100,100,100,100,100,100,100,11.09,55.06,73.43,50.04,56.24,0,38.74,47.2,33.22,38.38,77.34,14.37,28.65,12.46,37.07,70.06,25.44,39.1,37.38,55.04
EVT-0000505,2024-10-16 02:18:54,CZ,EU-CENTRAL,Prague,CZ-352,49.89975,15.04774,AG-8847,SENIOR,SECRET,T-035,OP-2024-000505,SPECTRUM-622,MONEY_LAUNDERING,Government,6,MEDIUM,CYBINT,HUMINT,62,63,66,72,46,323140,2969,146,Y,Y,N,N,CONFIRMED,P2,Y,1,N,aurora-2.0,cross-border activity detected,57.33,59.75,61.01,70.08,72.8,52.82,73.77,76.68,58.88,59.64,38.29,29.03,34.77,36.69,36.8,31.46,36.54,20.98,38.99,30.82,40.92,29.21,32.16,28.01,36.14,26.34,20.72,33.99,24.36,21.97,96.46,100,89.3,97.57,92.4,90.22,90.8,86.9,100,91.05,30.11,41.72,0,50.84,24.94,53.93,60.73,28.13,38.38,22.6,8.9,28.06,38.14,0,0,66.73,61.61,41.81,0,54.54
EVT-0000522,2024-02-09 16:38:31,CZ,EU-CENTRAL,Prague,CZ-859,49.78699,13.11902,AG-4116,SENIOR,SECRET,T-008,OP-2024-000522,AURORA-589,CYBER_INTRUSION,Education,2,LOW,HUMINT,OSINT,40,36,27,42,37,195191,2618,88,Y,N,N,N,IN_REVIEW,P3,N,1,N,aurora-1.1,pattern matches known cluster,22.33,30.77,35.29,28.56,36.36,43.04,33.84,42.6,49.18,45.55,14.82,11.93,16.6,18.05,17.47,17.35,23.22,26.22,18.48,21.55,31.76,22.11,29.86,29.0,23.06,19.89,21.5,32.39,35.95,31.12,70.9,57.78,39.68,39.04,47.96,51.04,46.87,52.15,47.15,44.32,19.13,28.0,38.59,16.61,56.96,48.8,0,16.58,42.93,14.97,48.25,0,34.11,29.0,6.04,36.15,44.66,9.33,0,15.26
EVT-0000524,2024-12-21 07:14:56,CZ,EU-CENTRAL,Prague,CZ-233,49.46663,16.06537,AG-1783,FIELD,TOP_SECRET,T-006,OP-2024-000524,AURORA-617,RANSOMWARE,Finance,8,MEDIUM,FININT,OSINT,59,62,70,64,50,323506,3497,120,Y,Y,N,N,IN_REVIEW,P2,Y,2,N,aurora-1.1,cross-border activity detected,69.8,68.12,80.77,52.55,56.52,43.91,64.53,74.49,79.84,73.69,22.94,37.42,24.94,33.41,34.38,31.59,27.75,33.56,29.76,34.73,39.28,32.95,36.19,37.42,29.64,34.94,41.65,37.06,29.24,27.94,100,100,100,100,100,100,100,96.41,100,100,61.46,42.88,17.29,24.71,54.29,4.64,30.37,17.9,53.67,28.92,6.14,23.73,30.69,4.1,35.51,18.5,34.67,45.96,4.43,30.32
EVT-0000538,2024-01-04 16:20:54,CZ,EU-CENTRAL,Prague,CZ-441,50.17448,16.09169,AG-2621,JUNIOR,TOP_SECRET,T-021,OP-2024-000538,NIGHTFALL-228,ESPIONAGE,Energy,6,LOW,HUMINT,CYBINT,46,32,38,41,14,188806,1899,52,Y,N,N,N,CLOSED,P3,N,1,N,aurora-2.0,manual verification pending,38.35,43.06,42.18,24.7,38.31,31.14,57.57,36.71,15.75,27.73,11.54,23.64,14.64,18.31,24.38,19.02,19.58,18.67,23.89,18.52,17.88,12.77,20.97,16.94,18.4,17.27,20.75,19.25,17.23,16.23,84.09,97.95,68.06,88.12,81.34,87.52,85.63,98.74,81.28,85.63,34.23,2.65,10.77,35.62,18.27,41.62,30.78,18.76,0,0,27.77,24.91,44.37,28.64,26.47,0,26.37,13.6,11.43,40.66
EVT-0000550,2024-04-13 23:36:56,CZ,EU-CENTRAL,Prague,CZ-185,50.28379,14.69474,AG-3867,JUNIOR,TOP_SECRET,T-036,OP-2024-000550,MIRAGE-610,CYBER_INTRUSION,Education,2,MEDIUM,OSINT,FININT,55,61,71,63,48,269305,2572,131,Y,N,N,N,IN_REVIEW,P2,Y,2,N,aurora-1.2,anomaly detected,71.4,65.28,79.82,66.66,60.25,65.59,57.17,54.78,60.01,71.46,28.21,37.23,19.63,23.18,24.93,13.96,26.56,25.4,22.34,31.87,28.54,32.42,26.23,17.98,26.75,21.17,23.1,25.49,16.9,37.12,48.03,61.9,60.51,50.4,52.55,50.51,62.78,41.45,34.3,44.8,33.35,24.24,21.44,39.56,36.04,8.97,29.79,63.01,64.24,22.75,53.97,2.97,33.35,6.94,7.79,20.27,4.04,25.77,50.68,31.32
EVT-0000559,2024-04-28 07:14:24,CZ,EU-CENTRAL,Prague,CZ-661,49.09775,13.59101,AG-9014,HQ,SECRET,T-028,OP-2024-000559,AURORA-333,MONEY_LAUNDERING,Government,2,MEDIUM,SIGINT,CYBINT,61,44,41,44,47,239967,1754,56,N,N,N,N,IN_REVIEW,P3,N,0,N,aurora-1.2,pattern matches known cluster,63.55,38.08,40.09,32.29,45.19,49.47,36.66,53.43,47.88,50.4,19.62,23.67,15.1,28.55,25.16,25.79,13.53,23.02,32.3,17.7,18.68,21.83,16.58,15.69,12.63,22.97,16.86,24.36,16.79,30.0,39.32,57.6,56.74,55.33,50.33,56.67,62.69,64.28,43.04,57.37,54.56,8.2,7.01,0,19.3,35.18,58.6,6.59,12.93,0.77,51.1,22.85,0,0.9,24.24,1.02,18.65,0,0,0
EVT-0000567,2024-09-27 03:59:23,CZ,EU-CENTRAL,Prague,CZ-853,49.81644,16.08219,AG-3492,JUNIOR,SECRET,T-009,OP-2024-000567,AURORA-271,MONEY_LAUNDERING,Government,9,CRITICAL,OSINT,HUMINT,89,86,86,88,83,399224,3510,177,N,Y,Y,Y,IN_REVIEW,P1,N,3,N,aurora-1.2,source reliability downgraded,100,81.65,89.53,92.02,72.19,99.71,72.27,96.44,97.27,96.05,54.3,42.82,39.34,48.34,34.82,37.49,48.16,47.6,38.5,46.86,40.44,27.3,34.53,39.6,41.31,45.75,31.89,37.35,36.26,31.49,100,100,100,100,100,100,100,100,100,100,63.97,62.28,43.5,69.2,87.21,32.62,14.51,63.07,0,29.22,17.63,45.33,59.92,46.64,69.06,38.52,41.79,33.52,39.16,58.58
EVT-0000593,2024-04-09 23:02:45,CZ,EU-CENTRAL,Prague,CZ-933,50.40638,14.12174,AG-2864,FIELD,TOP_SECRET,T-005,OP-2024-000593,DEEPBLUE-084,ESPIONAGE,Healthcare,10,CRITICAL,SIGINT,HUMINT,98,38,45,34,36,186481,2408,57,Y,Y,N,N,CONFIRMED,P1,N,3,N,aurora-1.2,anomaly detected,22.82,43.58,30.18,40.23,32.8,25.02,44.59,39.92,47.47,37.61,14.3,20.41,19.57,11.6,19.43,29.87,8.3,22.01,17.77,17.32,27.05,26.96,27.24,28.85,22.3,35.55,18.32,29.11,25.73,28.46,100,100,100,100,100,100,100,100,100,100,0,4.8,24.77,0,19.84,6.01,9.33,25.03,37.64,59.95,15.73,32.45,2.94,19.02,25.46,28.88,45.86,16.33,15.36,17.09
EVT-0000613,2024-01-30 13:01:39,CZ,EU-CENTRAL,Prague,CZ-111,51.16878,14.75408,AG-7393,FIELD,SECRET,T-005,OP-2024-000613,SPECTRUM-405,INSIDER_TRADING,Government,10,CRITICAL,FININT,CYBINT,66,60,64,62,53,297892,2997,130,Y,N,N,Y,CONFIRMED,P1,Y,3,N,aurora-1.1,pattern matches known cluster,64.25,62.96,61.72,65.27,59.25,73.07,39.19,49.5,57.22,54.21,25.56,22.77,21.8,28.57,30.31,25.93,34.61,29.46,25.99,24.27,26.28,27.08,32.57,34.27,27.9,28.28,27.18,32.36,27.36,28.95,100,100,100,100,100,100,100,100,100,100,0,21.22,2.32,45.79,31.81,37.43,41.37,52.21,49.26,16.7,29.38,60.73,20.51,18.28,43.09,27.58,64.16,8.54,47.81,33.74
EVT-0000626,2024-09-27 18:33:20,CZ,EU-CENTRAL,Prague,CZ-538,49.25009,13.30274,AG-9691,FIELD,TOP_SECRET,T-023,OP-2024-000626,AURORA-648,ESPIONAGE,Telecom,10,CRITICAL,FININT,OSINT,50,69,70,84,48,332224,3326,162,N,N,N,N,IN_REVIEW,P1,Y,3,N,aurora-1.1,source reliability downgraded,69.05,93.67,66.92,64.36,67.36,68.11,81.19,68.28,66.44,94.39,30.12,36.29,32.66,38.37,35.61,26.32,31.9,41.81,37.2,41.89,33.81,28.37,41.42,39.2,31.39,32.0,31.05,38.34,36.14,34.32,100,100,100,100,100,100,100,100,100,100,76.8,18.57,58.37,20.99,50.08,42.51,11.78,22.57,28.55,33.42,35.61,20.71,71.56,56.35,9.62,30.38,35.01,75.02,78.4,18.31
